Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
NJ,LIVINGSTON TOWNSHIP,NJ,HARRISON,340882002136,2011,Total enrollment,,,0.00,154.00,0.00,13.00,22.00,310.00,22.00,521.00,77.00,7.00,34.00
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT MIDDLE SCH,340882002130,2011,Personnel salaries at school level - total,2974524.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT MIDDLE SCH,340882002130,2011,Personnel salaries at school level - instructional staff only,2341383.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT MIDDLE SCH,340882002130,2011,Non-personnel expenditures at school level,287096.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT MIDDLE SCH,340882002130,2011,Personnel salaries at school level - teachers only,2341383.00,30.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT MIDDLE SCH,340882002130,2011,Total enrollment,,,0.00,115.00,2.00,10.00,16.00,322.00,10.00,475.00,77.00,16.00,19.00
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT,340882002140,2011,Personnel salaries at school level - total,2176970.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT,340882002140,2011,Personnel salaries at school level - instructional staff only,1672054.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT,340882002140,2011,Non-personnel expenditures at school level,158997.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT,340882002140,2011,Personnel salaries at school level - teachers only,1672054.00,23.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,MT PLEASANT,340882002140,2011,Total enrollment,,,0.00,94.00,2.00,10.00,4.00,307.00,7.00,424.00,41.00,7.00,16.00
NJ,LIVINGSTON TOWNSHIP,NJ,HERITAGE MIDDLE SCH,340882002128,2011,Personnel salaries at school level - total,5305367.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HERITAGE MIDDLE SCH,340882002128,2011,Personnel salaries at school level - instructional staff only,4422156.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HERITAGE MIDDLE SCH,340882002128,2011,Non-personnel expenditures at school level,461141.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HERITAGE MIDDLE SCH,340882002128,2011,Personnel salaries at school level - teachers only,4422156.00,60.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HERITAGE MIDDLE SCH,340882002128,2011,Total enrollment,,,0.00,199.00,0.00,10.00,28.00,625.00,25.00,887.00,128.00,28.00,7.00
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2011,Personnel salaries at school level - total,2590099.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2011,Personnel salaries at school level - instructional staff only,1974079.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2011,Non-personnel expenditures at school level,165301.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2011,Personnel salaries at school level - teachers only,1974079.00,23.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2011,Total enrollment,,,0.00,82.00,2.00,10.00,2.00,307.00,16.00,419.00,56.00,4.00,16.00
