Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,ATLANTA PUBLIC SCHOOLS,GA,THE JOHN HOPE-CHARLES WALTER HILL ELEMENTARY SCHOO,130012000143,2013,Total enrollment,,,0.00,4.00,2.00,31.00,340.00,4.00,4.00,385.00,38.00,2.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2013,Personnel salaries at school level - total,2408174.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2013,Personnel salaries at school level - instructional staff only,1942110.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2013,Non-personnel expenditures at school level,48874.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2013,Personnel salaries at school level - teachers only,1766297.00,30.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2013,Total enrollment,,,0.00,0.00,0.00,7.00,406.00,4.00,0.00,417.00,53.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2013,Personnel salaries at school level - total,2641724.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2013,Personnel salaries at school level - instructional staff only,2361127.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2013,Non-personnel expenditures at school level,147619.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2013,Personnel salaries at school level - teachers only,2101895.00,36.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2013,Total enrollment,,,0.00,0.00,0.00,10.00,517.00,0.00,7.00,534.00,32.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BUNCHE MIDDLE SCHOOL,130012000150,2013,Personnel salaries at school level - total,3552154.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BUNCHE MIDDLE SCHOOL,130012000150,2013,Personnel salaries at school level - instructional staff only,2799736.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BUNCHE MIDDLE SCHOOL,130012000150,2013,Non-personnel expenditures at school level,102268.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BUNCHE MIDDLE SCHOOL,130012000150,2013,Personnel salaries at school level - teachers only,2685072.00,45.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BUNCHE MIDDLE SCHOOL,130012000150,2013,Total enrollment,,,0.00,0.00,0.00,13.00,688.00,2.00,4.00,707.00,92.00,7.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Personnel salaries at school level - total,7544210.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Personnel salaries at school level - instructional staff only,5486671.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Non-personnel expenditures at school level,196332.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Personnel salaries at school level - teachers only,5414480.00,89.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Total enrollment,,,2.00,4.00,2.00,28.00,1504.00,0.00,4.00,1544.00,161.00,13.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,YOUNG MIDDLE SCHOOL,130012001866,2013,Personnel salaries at school level - total,4670286.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,YOUNG MIDDLE SCHOOL,130012001866,2013,Personnel salaries at school level - instructional staff only,3772569.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,YOUNG MIDDLE SCHOOL,130012001866,2013,Non-personnel expenditures at school level,100814.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,YOUNG MIDDLE SCHOOL,130012001866,2013,Personnel salaries at school level - teachers only,3719665.00,62.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,YOUNG MIDDLE SCHOOL,130012001866,2013,Total enrollment,,,0.00,0.00,0.00,22.00,1018.00,2.00,4.00,1046.00,134.00,10.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Personnel salaries at school level - total,4986829.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Personnel salaries at school level - instructional staff only,3409046.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Non-personnel expenditures at school level,2039247.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Personnel salaries at school level - teachers only,3299808.00,57.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Total enrollment,,,0.00,7.00,2.00,58.00,829.00,37.00,13.00,946.00,128.00,2.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Personnel salaries at school level - total,7390909.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Personnel salaries at school level - instructional staff only,5699808.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Non-personnel expenditures at school level,531809.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Personnel salaries at school level - teachers only,5564502.00,91.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Total enrollment,,,5.00,34.00,0.00,328.00,697.00,484.00,37.00,1585.00,143.00,10.00,76.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CENTENNIAL PLACE ACADEMY,130012002290,2013,Personnel salaries at school level - total,2623186.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CENTENNIAL PLACE ACADEMY,130012002290,2013,Personnel salaries at school level - instructional staff only,2178846.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CENTENNIAL PLACE ACADEMY,130012002290,2013,Non-personnel expenditures at school level,96876.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CENTENNIAL PLACE ACADEMY,130012002290,2013,Personnel salaries at school level - teachers only,2030102.00,36.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CENTENNIAL PLACE ACADEMY,130012002290,2013,Total enrollment,,,0.00,10.00,2.00,13.00,442.00,25.00,19.00,511.00,29.00,10.00,25.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BROWN MIDDLE SCHOOL,130012002344,2013,Personnel salaries at school level - total,3918350.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BROWN MIDDLE SCHOOL,130012002344,2013,Personnel salaries at school level - instructional staff only,3064816.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BROWN MIDDLE SCHOOL,130012002344,2013,Non-personnel expenditures at school level,86938.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BROWN MIDDLE SCHOOL,130012002344,2013,Personnel salaries at school level - teachers only,3021558.00,50.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BROWN MIDDLE SCHOOL,130012002344,2013,Total enrollment,,,0.00,2.00,0.00,13.00,664.00,2.00,4.00,685.00,98.00,7.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Personnel salaries at school level - total,12262301.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Personnel salaries at school level - instructional staff only,9627407.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Non-personnel expenditures at school level,5612055.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Personnel salaries at school level - teachers only,5783164.00,104.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Total enrollment,,,0.00,10.00,0.00,28.00,1090.00,139.00,46.00,1313.00,56.00,28.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2013,Personnel salaries at school level - total,3443141.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2013,Personnel salaries at school level - instructional staff only,3029021.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2013,Non-personnel expenditures at school level,121185.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2013,Personnel salaries at school level - teachers only,2779221.00,46.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2013,Total enrollment,,,2.00,2.00,0.00,37.00,526.00,67.00,4.00,638.00,71.00,2.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2013,Personnel salaries at school level - total,2914179.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2013,Personnel salaries at school level - instructional staff only,2484311.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2013,Non-personnel expenditures at school level,108144.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2013,Personnel salaries at school level - teachers only,2342269.00,40.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2013,Total enrollment,,,0.00,2.00,0.00,7.00,529.00,2.00,4.00,544.00,17.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,130012002615,2013,Personnel salaries at school level - total,2676494.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,130012002615,2013,Personnel salaries at school level - instructional staff only,2168150.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,130012002615,2013,Non-personnel expenditures at school level,486000.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,130012002615,2013,Personnel salaries at school level - teachers only,1789631.00,48.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,130012002615,2013,Total enrollment,,,0.00,2.00,2.00,19.00,85.00,304.00,22.00,434.00,38.00,16.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Personnel salaries at school level - total,3577739.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Personnel salaries at school level - instructional staff only,2325151.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Non-personnel expenditures at school level,49696.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Personnel salaries at school level - teachers only,2018533.00,36.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Total enrollment,,,0.00,2.00,0.00,10.00,235.00,0.00,0.00,247.00,38.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Personnel salaries at school level - total,1004459.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Personnel salaries at school level - instructional staff only,746543.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Non-personnel expenditures at school level,5575.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Personnel salaries at school level - teachers only,746543.00,11.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Total enrollment,,,0.00,0.00,0.00,2.00,115.00,0.00,0.00,117.00,<=2,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2013,Personnel salaries at school level - total,2644277.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2013,Personnel salaries at school level - instructional staff only,2278685.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2013,Non-personnel expenditures at school level,60649.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2013,Personnel salaries at school level - teachers only,2158517.00,37.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2013,Total enrollment,,,0.00,0.00,0.00,13.00,532.00,4.00,7.00,556.00,35.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOLTON ACADEMY,130012003028,2013,Personnel salaries at school level - total,3238295.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BOLTON ACADEMY,130012003028,2013,Personnel salaries at school level - instructional staff only,2888901.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BOLTON ACADEMY,130012003028,2013,Non-personnel expenditures at school level,80139.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BOLTON ACADEMY,130012003028,2013,Personnel salaries at school level - teachers only,2651980.00,44.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BOLTON ACADEMY,130012003028,2013,Total enrollment,,,4.00,10.00,2.00,232.00,268.00,139.00,19.00,674.00,56.00,7.00,139.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2013,Personnel salaries at school level - total,3264273.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2013,Personnel salaries at school level - instructional staff only,2468657.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2013,Non-personnel expenditures at school level,127206.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2013,Personnel salaries at school level - teachers only,2380043.00,39.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2013,Total enrollment,,,0.00,0.00,2.00,22.00,583.00,0.00,2.00,609.00,89.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,130012003030,2013,Personnel salaries at school level - total,2423831.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,130012003030,2013,Personnel salaries at school level - instructional staff only,2052978.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,130012003030,2013,Non-personnel expenditures at school level,126374.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,130012003030,2013,Personnel salaries at school level - teachers only,1922105.00,32.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,130012003030,2013,Total enrollment,,,2.00,0.00,0.00,4.00,391.00,0.00,4.00,401.00,29.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2013,Personnel salaries at school level - total,1926332.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2013,Personnel salaries at school level - instructional staff only,1172465.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2013,Non-personnel expenditures at school level,1421206.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2013,Personnel salaries at school level - teachers only,1043711.00,24.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2013,Total enrollment,,,0.00,0.00,0.00,2.00,328.00,0.00,2.00,332.00,20.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FINCH ELEMENTARY,130012003468,2013,Personnel salaries at school level - total,2584666.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FINCH ELEMENTARY,130012003468,2013,Personnel salaries at school level - instructional staff only,2220252.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FINCH ELEMENTARY,130012003468,2013,Non-personnel expenditures at school level,53056.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FINCH ELEMENTARY,130012003468,2013,Personnel salaries at school level - teachers only,2043587.00,33.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FINCH ELEMENTARY,130012003468,2013,Total enrollment,,,2.00,0.00,0.00,7.00,517.00,2.00,7.00,535.00,35.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2013,Personnel salaries at school level - total,2711180.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2013,Personnel salaries at school level - instructional staff only,2325058.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2013,Non-personnel expenditures at school level,87497.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2013,Personnel salaries at school level - teachers only,2232814.00,38.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2013,Total enrollment,,,0.00,2.00,0.00,16.00,616.00,4.00,7.00,645.00,32.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2013,Personnel salaries at school level - total,2641411.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2013,Personnel salaries at school level - instructional staff only,2274333.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2013,Non-personnel expenditures at school level,77289.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2013,Personnel salaries at school level - teachers only,2100864.00,35.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2013,Total enrollment,,,0.00,2.00,2.00,7.00,301.00,40.00,4.00,356.00,59.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Personnel salaries at school level - total,1284780.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Personnel salaries at school level - instructional staff only,800043.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Non-personnel expenditures at school level,51535.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Personnel salaries at school level - teachers only,779224.00,14.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Total enrollment,,,0.00,2.00,0.00,13.00,331.00,0.00,2.00,348.00,<=2,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,130012003541,2013,Personnel salaries at school level - total,1688110.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,130012003541,2013,Personnel salaries at school level - instructional staff only,1199098.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,130012003541,2013,Non-personnel expenditures at school level,324000.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,130012003541,2013,Personnel salaries at school level - teachers only,1051778.00,25.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,130012003541,2013,Total enrollment,,,0.00,4.00,0.00,7.00,79.00,121.00,19.00,230.00,29.00,16.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Personnel salaries at school level - total,1613028.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Personnel salaries at school level - instructional staff only,1301636.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Non-personnel expenditures at school level,66824.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Personnel salaries at school level - teachers only,1269551.00,23.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Total enrollment,,,2.00,0.00,0.00,2.00,331.00,0.00,2.00,337.00,56.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2013,Personnel salaries at school level - total,2003897.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2013,Personnel salaries at school level - instructional staff only,1230250.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2013,Non-personnel expenditures at school level,34009.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2013,Personnel salaries at school level - teachers only,1202071.00,23.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2013,Total enrollment,,,0.00,0.00,0.00,10.00,361.00,0.00,2.00,373.00,41.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2013,Personnel salaries at school level - total,1962174.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2013,Personnel salaries at school level - instructional staff only,1624267.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2013,Non-personnel expenditures at school level,46483.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2013,Personnel salaries at school level - teachers only,1624267.00,29.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2013,Total enrollment,,,2.00,0.00,0.00,5.00,388.00,0.00,5.00,400.00,35.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2013,Personnel salaries at school level - total,1811879.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2013,Personnel salaries at school level - instructional staff only,1455770.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2013,Non-personnel expenditures at school level,73169.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2013,Personnel salaries at school level - teachers only,1403688.00,23.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2013,Total enrollment,,,0.00,2.00,0.00,19.00,274.00,2.00,4.00,301.00,41.00,2.00,7.00
